Video ID: k2qgadSvNyU, Title: Dua Lipa - New Rules (Official Music Video), URL: https://www.youtube.com/watch?v=k2qgadSvNyU, Views: 2679287428, Likes: 16026706, Comments: 370843, Download: 2017-07-07
Video ID: tLcfAnN2QgY, Title: Enrique Iglesias - El Perdedor (Pop) ft. Marco Antonio Solís, URL: https://www.youtube.com/watch?v=tLcfAnN2QgY, Views: 1174810426, Likes: 3793058, Comments: 95971, Download: 2014-01-20
Video ID: oorVWW9ywG0, Title: POP SMOKE - DIOR (OFFICIAL VIDEO), URL: https://www.youtube.com/watch?v=oorVWW9ywG0, Views: 416729072, Likes: 4038041, Comments: 98046, Download: 2019-09-03
Video ID: 3CxtK7-XtE0, Title: DJ Khaled ft. Drake - POPSTAR (Official Music Video - Starring Justin Bieber), URL: https://www.youtube.com/watch?v=3CxtK7-XtE0, Views: 270122009, Likes: 3913143, Comments: 151731, Download: 2020-09-04
Video ID: -lyoDyz62Ek, Title: Diana and Roma play Pop It Challenge, URL: https://www.youtube.com/watch?v=-lyoDyz62Ek, Views: 228244851, Likes: 901663, Comments: 0, Download: 2021-06-08
