Channel ID; Title; URL; Subscribers; Videos; Views; Created 
UCYnpZyRFNzVSW53EL96HDMw; TOP Seoul Learning Korean Language; https://www.youtube.com/c/UCYnpZyRFNzVSW53EL96HDMw; 42400; 262; 1375725; 2014-08-20
